2.8	3684
2.800754	3658
2.801508	3651
2.802261	3658
2.803015	3643
2.803769	3655
2.804523	3634
2.805276	3647
2.80603	3627
2.806784	3637
2.807538	3625
2.808291	3628
2.809045	3630
2.809799	3630
2.810553	3631
2.811307	3621
2.81206	3614
2.812814	3621
2.813568	3619
2.814322	3607
2.815075	3612
2.815829	3606
2.816583	3612
2.817337	3612
2.81809	3608
2.818844	3621
2.819598	3607
2.820352	3626
2.821106	3616
2.821859	3605
2.822613	3614
2.823367	3611
2.824121	3616
2.824874	3614
2.825628	3603
2.826382	3612
2.827136	3601
2.827889	3610
2.828643	3616
2.829397	3609
2.830151	3606
2.830905	3594
2.831658	3606
2.832412	3584
2.833166	3589
2.83392	3586
2.834673	3576
2.835427	3572
2.836181	3572
2.836935	3549
2.837688	3544
2.838442	3541
2.839196	3534
2.83995	3532
2.840704	3530
2.841457	3514
2.842211	3507
2.842965	3508
2.843719	3509
2.844472	3509
2.845226	3504
2.84598	3491
2.846734	3497
2.847487	3491
2.848241	3489
2.848995	3471
2.849749	3477
2.850503	3466
2.851256	3450
2.85201	3447
2.852764	3457
2.853518	3432
2.854271	3431
2.855025	3413
2.855779	3402
2.856533	3392
2.857286	3375
2.85804	3355
2.858794	3323
2.859548	3322
2.860302	3294
2.861055	3258
2.861809	3238
2.862563	3209
2.863317	3173
2.86407	3158
2.864824	3117
2.865578	3077
2.866332	3053
2.867085	3022
2.867839	2985
2.868593	2952
2.869347	2953
2.870101	2933
2.870854	2939
2.871608	2937
2.872362	2950
2.873116	2955
2.873869	2970
2.874623	2990
2.875377	3026
2.876131	3040
2.876884	3075
2.877638	3086
2.878392	3112
2.879146	3139
2.879899	3178
2.880653	3215
2.881407	3236
2.882161	3259
2.882915	3294
2.883668	3319
2.884422	3351
2.885176	3365
2.88593	3396
2.886683	3415
2.887437	3452
2.888191	3462
2.888945	3474
2.889698	3486
2.890452	3503
2.891206	3510
2.89196	3515
2.892714	3532
2.893467	3538
2.894221	3543
2.894975	3549
2.895729	3555
2.896482	3568
2.897236	3563
2.89799	3576
2.898744	3578
2.899497	3575
2.900251	3592
2.901005	3576
2.901759	3595
2.902513	3593
2.903266	3594
2.90402	3596
2.904774	3599
2.905528	3610
2.906281	3601
2.907035	3598
2.907789	3612
2.908543	3607
2.909296	3619
2.91005	3618
2.910804	3627
2.911558	3641
2.912312	3624
2.913065	3630
2.913819	3624
2.914573	3632
2.915327	3622
2.91608	3641
2.916834	3644
2.917588	3636
2.918342	3641
2.919095	3653
2.919849	3648
2.920603	3632
2.921357	3652
2.922111	3638
2.922864	3648
2.923618	3652
2.924372	3650
2.925126	3653
2.925879	3633
2.926633	3647
2.927387	3648
2.928141	3658
2.928894	3656
2.929648	3646
2.930402	3657
2.931156	3651
2.93191	3635
2.932663	3646
2.933417	3649
2.934171	3651
2.934925	3652
2.935678	3653
2.936432	3645
2.937186	3659
2.93794	3648
2.938693	3645
2.939447	3654
2.940201	3646
2.940955	3643
2.941709	3641
2.942462	3653
2.943216	3649
2.94397	3641
2.944724	3653
2.945477	3646
2.946231	3653
2.946985	3652
2.947739	3657
2.948492	3658
2.949246	3657
2.95	3670
2.950754	3664.6
2.9516588	3659.7
2.9525636	3664.6
2.9534672	3654.1
2.954372	3662.5
2.9552768	3647.8
2.9561816	3656.9
2.9570852	3642.9
2.95799	3649.9
2.9588948	3641.5
2.9597996	3643.6
2.9607032	3645
2.961608	3645
2.9625128	3645.7
2.9634176	3638.7
2.9643224	3633.8
2.965226	3638.7
2.9661308	3637.3
2.9670356	3628.9
2.9679404	3632.4
2.968844	3628.2
2.9697488	3632.4
2.9706536	3632.4
2.9715584	3629.6
2.972462	3638.7
2.9733668	3628.9
2.9742716	3642.2
2.9751764	3635.2
2.9760812	3627.5
2.9769848	3633.8
2.9778896	3631.7
2.9787944	3635.2
2.9796992	3633.8
2.9806028	3626.1
2.9815076	3632.4
2.9824124	3624.7
2.9833172	3631
2.9842208	3635.2
2.9851256	3630.3
2.9860304	3628.2
2.9869352	3619.8
2.98784	3628.2
2.9887436	3612.8
2.9896484	3616.3
2.9905532	3614.2
2.991458	3607.2
2.9923616	3604.4
2.9932664	3604.4
2.9941712	3588.3
2.995076	3584.8
2.9959796	3582.7
2.9968844	3577.8
2.9977892	3576.4
2.998694	3575
2.9995988	3563.8
3.0005024	3558.9
3.0014072	3559.6
3.002312	3560.3
3.0032168	3560.3
3.0041204	3556.8
3.0050252	3547.7
3.00593	3551.9
3.0068348	3547.7
3.0077384	3546.3
3.0086432	3533.7
3.009548	3537.9
3.0104528	3530.2
3.0113576	3519
3.0122612	3516.9
3.013166	3523.9
3.0140708	3506.4
3.0149756	3505.7
3.0158792	3493.1
3.016784	3485.4
3.0176888	3478.4
3.0185936	3466.5
3.0194972	3452.5
3.020402	3430.1
3.0213068	3429.4
3.0222116	3409.8
3.0231164	3384.6
3.02402	3370.6
3.0249248	3350.3
3.0258296	3325.1
3.0267344	3314.6
3.027638	3285.9
3.0285428	3257.9
3.0294476	3241.1
3.0303524	3219.4
3.031256	3193.5
3.0321608	3170.4
3.0330656	3171.1
3.0339704	3157.1
3.0348752	3161.3
3.0357788	3159.9
3.0366836	3169
3.0375884	3172.5
3.0384932	3183
3.0393968	3197
3.0403016	3222.2
3.0412064	3232
3.0421112	3256.5
3.0430148	3264.2
3.0439196	3282.4
3.0448244	3301.3
3.0457292	3328.6
3.0466328	3354.5
3.0475376	3369.2
3.0484424	3385.3
3.0493472	3409.8
3.050252	3427.3
3.0511556	3449.7
3.0520604	3459.5
3.0529652	3481.2
3.05387	3494.5
3.0547736	3520.4
3.0556784	3527.4
3.0565832	3535.8
3.057488	3544.2
3.0583916	3556.1
3.0592964	3561
3.0602012	3564.5
3.061106	3576.4
3.0620108	3580.6
3.0629144	3584.1
3.0638192	3588.3
3.064724	3592.5
3.0656288	3601.6
3.0665324	3598.1
3.0674372	3607.2
3.068342	3608.6
3.0692468	3606.5
3.0701504	3618.4
3.0710552	3607.2
3.07196	3620.5
3.0728648	3619.1
3.0737696	3619.8
3.0746732	3621.2
3.075578	3623.3
3.0764828	3631
3.0773876	3624.7
3.0782912	3622.6
3.079196	3632.4
3.0801008	3628.9
3.0810056	3637.3
3.0819092	3636.6
3.082814	3642.9
3.0837188	3652.7
3.0846236	3640.8
3.0855284	3645
3.086432	3640.8
3.0873368	3646.4
3.0882416	3639.4
3.0891464	3652.7
3.09005	3654.8
3.0909548	3649.2
3.0918596	3652.7
3.0927644	3661.1
3.093668	3657.6
3.0945728	3646.4
3.0954776	3660.4
3.0963824	3650.6
3.0972872	3657.6
3.0981908	3660.4
3.0990956	3659
3.1000004	3661.1
3.1009052	3647.1
3.1018088	3656.9
3.1027136	3657.6
3.1036184	3664.6
3.1045232	3663.2
3.1054268	3656.2
3.1063316	3663.9
3.1072364	3659.7
3.1081412	3648.5
3.109046	3656.2
3.1099496	3658.3
3.1108544	3659.7
3.1117592	3660.4
3.112664	3661.1
3.1135676	3655.5
3.1144724	3665.3
3.1153772	3657.6
3.116282	3655.5
3.1171856	3661.8
3.1180904	3656.2
3.1189952	3654.1
3.1199	3652.7
3.1208048	3661.1
3.1217084	3658.3
3.1226132	3652.7
3.123518	3661.1
3.1244228	3656.2
3.1253264	3661.1
3.1262312	3660.4
3.127136	3663.9
3.1280408	3664.6
3.1289444	3663.9
3.1298492	3673
3.130754	3669.22
